country_name,country_qid,substation,label,type,latitude,longitude
Australia,Q408,http://www.wikidata.org/entity/Q29020110,West Darra,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020133,SSNSD,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020136,SSMLS,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020137,SSCST,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020062,South Pine substation,electrical substation,-27.323888888,152.970277777
Australia,Q408,http://www.wikidata.org/entity/Q29020106,Rocklea,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020058,Sandgate,electrical substation,-27.330833333,153.050277777
Australia,Q408,http://www.wikidata.org/entity/Q29020066,Roma Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020124,Torrington,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020112,Runcorn,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020122,Postmans Ridge,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020060,Brendale,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020138,Victoria Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020084,Chinchilla,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020128,Stanthorpe,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020061,Griffin,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020050,Tarong,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020067,Roma,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020111,Richlands,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020099,Ruby,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020034,Calvale,electrical substation,-24.342552,150.6271554
Australia,Q408,http://www.wikidata.org/entity/Q29020101,Millmerran,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020125,Yarranlea,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020064,Upper Kedron,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020121,Middle Ridge,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020119,South Toowoomba,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020131,Kelvin Grove,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020115,Oakey,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020070,Western Downs,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020076,Bellevue,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020107,Corinda,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020043,Cooroy,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020113,Algester,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020044,Nambour,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020038,Gin Gin,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020117,Dalby,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020055,Caboolture,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020100,Bulli Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020092,Orana,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020037,Woolooga,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020129,West End,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020109,Sumner,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020097,Braemar,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020086,Blythdale,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020088,Eurombah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020065,Greenbank,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020057,Bald Hills substation,electrical substation,-27.333611111,153.018888888
Australia,Q408,http://www.wikidata.org/entity/Q29020090,Yuleba North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020032,Aramara,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020046,Beerwah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020033,Mungar,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019992,Yarwun,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019942,Clare South,electrical substation,-19.8384136,147.2126543
Australia,Q408,http://www.wikidata.org/entity/Q29019940,Louisa Creek,electrical substation,-21.2962628,149.2691846
Australia,Q408,http://www.wikidata.org/entity/Q29019984,Bluff,electrical substation,-23.5881904,149.0398877
Australia,Q408,http://www.wikidata.org/entity/Q29019928,Cairns North,electrical substation,-16.91381,145.75029
Australia,Q408,http://www.wikidata.org/entity/Q29019961,Dysart,electrical substation,-22.5474349,148.4061474
Australia,Q408,http://www.wikidata.org/entity/Q29019946,Mindi,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019969,Broadsound,electrical substation,-22.8207428,149.4040046
Australia,Q408,http://www.wikidata.org/entity/Q29019918,Ross,electrical substation,-19.40428,146.72644
Australia,Q408,http://www.wikidata.org/entity/Q29020017,Bundaberg,electrical substation,-24.9171967,152.2997412
Australia,Q408,http://www.wikidata.org/entity/Q29019935,Proserpine,electrical substation,-20.3885288,148.5396935
Australia,Q408,http://www.wikidata.org/entity/Q29019982,Gregory,electrical substation,-23.13795,148.42548
Australia,Q408,http://www.wikidata.org/entity/Q29019952,Collinsville North,electrical substation,-20.5427889,147.8055428
Australia,Q408,http://www.wikidata.org/entity/Q29019924,Kareeya Power Station,electrical substation,-17.76738,145.57896
Australia,Q408,http://www.wikidata.org/entity/Q29019949,Strathmore,electrical substation,-20.4993268,147.7753451
Australia,Q408,http://www.wikidata.org/entity/Q29019930,Yalkula,electrical substation,-16.6939858,145.3425571
Australia,Q408,http://www.wikidata.org/entity/Q29019988,Duringa,electrical substation,-23.710744,149.6790691
Australia,Q408,http://www.wikidata.org/entity/Q29019981,Clermont,electrical substation,-22.84955,147.61112
Australia,Q408,http://www.wikidata.org/entity/Q29019927,Cairns City,electrical substation,-16.9266608,145.7767235
Australia,Q408,http://www.wikidata.org/entity/Q29019993,Boat Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019953,Newlands,electrical substation,-21.288238888,147.942100111
Australia,Q408,http://www.wikidata.org/entity/Q29019965,Stony Creek,electrical substation,-20.9565399,147.8929359
Australia,Q408,http://www.wikidata.org/entity/Q29020013,Maryborough,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019921,El Arish,electrical substation,-17.80984,146.02562
Australia,Q408,http://www.wikidata.org/entity/Q29019966,North Goonyella,electrical substation,-21.7179929,148.0234023
Australia,Q408,http://www.wikidata.org/entity/Q29019987,Dingo,electrical substation,-23.6597041,149.4093432
Australia,Q408,http://www.wikidata.org/entity/Q29019960,Peak Downs,electrical substation,-22.2320342,148.2080377
Australia,Q408,http://www.wikidata.org/entity/Q29019994,Calliope River,electrical substation,-23.8559887,151.1925871
Australia,Q408,http://www.wikidata.org/entity/Q29019923,Innisfail,electrical substation,-17.5352,145.97323
Australia,Q408,http://www.wikidata.org/entity/Q29019929,Craiglie,electrical substation,-16.53087,145.45789
Australia,Q408,http://www.wikidata.org/entity/Q29019943,Bowen North,electrical substation,-20.018175,148.1674989
Australia,Q408,http://www.wikidata.org/entity/Q29019990,Memooloo,electrical substation,-24.1346046,148.6787646
Australia,Q408,http://www.wikidata.org/entity/Q29019995,Larcom Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019944,Pioneer Valley,electrical substation,-21.1596209,149.0141456
Australia,Q408,http://www.wikidata.org/entity/Q29019971,Egans Hill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019964,Broadlea,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019977,Barcaldine Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019967,Goonyella Riverside,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019997,Grantleigh,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020007,Gladstone T5,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020004,Gladstone North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020008,Gladstone H7,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020009,Gladstone South T19,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019972,Pandoin,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020015,Korenan,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019985,Rangal,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020010,Qal,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020011,Qal West,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020012,Qal South,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019999,Stanwell Power Station Auxillary,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020000,Stanwell Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020003,Wiggins Island,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020014,Wurdong,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019926,Woree,electrical substation,-16.9560721,145.7517481
Australia,Q408,http://www.wikidata.org/entity/Q29020016,Granite Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019996,Raglan,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019956,Coppabella,electrical substation,-21.9131634,148.3526846
Australia,Q408,http://www.wikidata.org/entity/Q29019945,Bolingbroke,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019925,Cairns,electrical substation,-16.9461564,145.7547804
Australia,Q408,http://www.wikidata.org/entity/Q29019957,Wotonga,electrical substation,-21.9372676,148.0961068
Australia,Q408,http://www.wikidata.org/entity/Q29019948,Racecourse Mill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019989,Barcaldine,electrical substation,-23.55142,145.31234
Australia,Q408,http://www.wikidata.org/entity/Q29020018,Clayton,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019991,Rolleston,electrical substation,-24.3894919,148.4360596
Australia,Q408,http://www.wikidata.org/entity/Q29019938,Alligator Creek,electrical substation,-21.324268,149.1914948
Australia,Q408,http://www.wikidata.org/entity/Q29019963,Mt McLaren,electrical substation,-22.4785741,147.6992216
Australia,Q408,http://www.wikidata.org/entity/Q29019920,Yabulu South,electrical substation,-19.25115,146.57456
Australia,Q408,http://www.wikidata.org/entity/Q29020028,Kilkivan,electrical substation,-26.0813701,152.2585103
Australia,Q408,http://www.wikidata.org/entity/Q29019954,Kemmis,electrical substation,-21.7993927,148.4887774
Australia,Q408,http://www.wikidata.org/entity/Q29020029,Traveston,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019919,Kidston substation,electrical substation,-18.8745052,144.143116
Australia,Q408,http://www.wikidata.org/entity/Q29019973,Rocklands,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019962,Moranbah,electrical substation,-21.9865254,148.0248658
Australia,Q408,http://www.wikidata.org/entity/Q29019936,Mackay,electrical substation,-21.1451114,149.158749
Australia,Q408,http://www.wikidata.org/entity/Q29019941,Invicta Mill,electrical substation,-19.5172319,147.1074282
Australia,Q408,http://www.wikidata.org/entity/Q29020001,Stanwell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020005,Callemondah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019968,Moranbah South,electrical substation,-22.0603127,147.9920133
Australia,Q408,http://www.wikidata.org/entity/Q29020002,Baralaba,electrical substation,-24.1908348,149.8742588
Australia,Q408,http://www.wikidata.org/entity/Q29019950,Wandoo,electrical substation,-21.7759965,148.885376
Australia,Q408,http://www.wikidata.org/entity/Q29019939,Oonooie,electrical substation,-21.4228618,149.2208715
Australia,Q408,http://www.wikidata.org/entity/Q29019974,Rockhampton,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019983,Blackwater,electrical substation,-23.5871928,148.8258862
Australia,Q408,http://www.wikidata.org/entity/Q29020031,Isis,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019917,Millchester,electrical substation,-20.1013418,146.2804194
Australia,Q408,http://www.wikidata.org/entity/Q29019951,King Creek,electrical substation,-20.3652769,147.4728471
Australia,Q408,http://www.wikidata.org/entity/Q29019959,Eagle Downs,electrical substation,-22.1749633,148.1890619
Australia,Q408,http://www.wikidata.org/entity/Q29019947,Nebo,electrical substation,-21.6315124,148.6831807
Australia,Q408,http://www.wikidata.org/entity/Q29019975,Norwich Park,electrical substation,-22.7056037,148.4414386
Australia,Q408,http://www.wikidata.org/entity/Q29019931,Turkinje,electrical substation,-17.0629197,145.435167
Australia,Q408,http://www.wikidata.org/entity/Q29019976,Lilyvale,electrical substation,-23.12925,148.42826
Australia,Q408,http://www.wikidata.org/entity/Q29019916,Mt Stuart GT Power Station,electrical substation,-19.33781,146.85098
Australia,Q408,http://www.wikidata.org/entity/Q29019970,Bouldercombe,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019998,Wycarbah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019937,Mackay Ports,electrical substation,-21.3024793,149.2764338
Australia,Q408,http://www.wikidata.org/entity/Q29020030,Cooran,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019955,Burton Downs,electrical substation,-21.6917656,148.2103421
Australia,Q408,http://www.wikidata.org/entity/Q29019922,Edmonton,electrical substation,-17.00239,145.75091
Australia,Q408,http://www.wikidata.org/entity/Q29019934,Chalumbin,electrical substation,-17.80076,145.52659
Australia,Q408,http://www.wikidata.org/entity/Q29020006,Boyne Island,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020205,Dunoon,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020236,Charmhaven,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020244,Colongra,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020174,Cleveland,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020230,Mitchell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020141,Bundamba substation,electrical substation,-27.594166666,152.818055555
Australia,Q408,http://www.wikidata.org/entity/Q29020223,Tamworth,electrical substation,-31.131666666,150.924722222
Australia,Q408,http://www.wikidata.org/entity/Q29020222,Kurri,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020233,Redbank,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020167,Browns Plains,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020239,Vales Point,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020204,Nambucca,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020168,Loganlea,electrical substation,-27.664444444,153.131111111
Australia,Q408,http://www.wikidata.org/entity/Q29020150,Abermain T136,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020151,Abermain H062,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020163,Cades County,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020183,Casino_T,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020192,Boggabri North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020193,Boggabri East,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020202,Boambee South,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020213,Capral,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020170,Doboy,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020196,Dumeresq,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020180,Lismore S/S,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020181,Lismore 132,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020166,North Springwood,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020189,Moree SF,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020215,Kurri Zone Sub,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020146,Swanbank East,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020148,Swanbank East Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020187,Rapville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020169,SSLBS,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020172,SSBBS,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020225,Muswell Brook 330,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020231,Muswell Brook 132,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020235,Munmorah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020228,Tomago 132,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020155,Rocky Point,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020220,Heron Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020154,Stradbroke Island,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020173,Belmont,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020142,Redbank Plains,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020243,Sommersby,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020175,Mudgeeraba,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020232,Singleton,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020184,Tenterfield,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020203,Ballina,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020242,Gosford,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020227,Tomago,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020241,Tuggerah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020206,Lennox Head,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020143,Goodna,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020149,Wulkuraka,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020156,Molendinar,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020190,Inverell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020229,Hawks Nest,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020185,Casino,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020198,Coffs Harbour,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020153,Beenleigh,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020210,Kempsey,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020177,Bungalora,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020234,Lake Munmorah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020212,Brandy Hill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020207,Suffolk Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020152,Raceview,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020238,West Gosford,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020165,Yatala,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020164,Coomera,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020182,Lismore,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020199,Koolkhan,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020162,Robina,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020217,Mullumbimby,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020186,Glen Innes,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020221,Beresfield,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020211,Taree,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020216,Stroud,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020191,Narrabri,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020159,Broadbeach,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020194,Gunnedah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020219,Port Macquarie,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020157,Southport,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020178,South Lismore,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020200,Raleigh,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020171,Murarrie,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020226,Liddell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020195,Armidale,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020158,Surfers Paradise,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020179,East Lismore,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020214,Rothbury,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020176,Terranora,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020240,Wyong,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020188,Moree,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020208,Ewingsdale,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020197,Dorrigo,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020201,Alstonville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020209,Macksville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020237,Ourimbah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020160,Merrimac,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020144,Blackstone,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020161,Nerang,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020258,Awaba,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020348,Regentville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020328,Holroyd,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020299,Huntingwood,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020311,Green Square,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020250,Maryland,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020261,Kemps Creek substation,electrical substation,-33.900555555,150.808888888
Australia,Q408,http://www.wikidata.org/entity/Q29020254,Eraring 132 substation,electrical substation,-33.049722222,151.525
